created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),CO_1,SO2_1,CO_2,SO2_2,Temperature,RH,Pressure
2021-11-05 18:13:00,1,1,5.53, , ,55.111,18.667,21.556,2.944,29.774,51.065,948.713
2021-11-05 18:14:00,1,1,5.38, , ,54.222,-336.889,20.389,2.722,29.558,51.523,949.081
2021-11-05 18:15:00,1,1,8.83, , ,48.0,23.579,16.579,2.421,29.213,52.121,948.631
2021-11-05 18:16:00,1,1,12.49, , ,48.0,-12.632,14.0,2.158,29.224,52.416,949.373
2021-11-05 18:17:00,1,1,7.65, , ,48.0,20.211,14.895,2.684,29.415,52.067,949.577
2021-11-05 18:18:00,1,1,5.10, , ,48.0,-16.0,14.0,3.333,29.467,51.82,949.578
2021-11-05 18:19:00,1,1,4.54, , ,48.0,-51.368,15.0,3.105,29.525,51.838,949.289
2021-11-05 18:20:00,1,1,7.27, , ,48.0,20.211,16.947,3.0,29.508,51.704,948.661
2021-11-05 18:21:00,1,1,5.77, , ,50.526,22.737,19.368,4.316,29.473,51.885,948.064
2021-11-05 18:22:00,1,1,5.17, , ,48.0,27.294,16.706,3.471,29.225,52.253,947.768
2021-11-05 18:23:00,1,1,12.54, , ,48.0,25.778,14.5,3.111,29.122,52.557,947.262
2021-11-05 18:24:00,1,1,5.15, , ,48.0,22.737,13.842,2.947,29.019,52.676,946.966
2021-11-05 18:25:00,1,1,7.70, , ,48.0,-116.211,15.053,2.526,28.986,52.891,947.583
2021-11-05 18:26:00,1,1,6.58, , ,48.0,-124.444,14.222,2.111,28.711,53.806,947.54
2021-11-05 18:27:00,1,1,5.27, , ,47.158,-8.421,14.0,2.421,28.508,54.342,947.185
2021-11-05 18:28:00,1,1,5.68, , ,48.0,-156.632,15.789,2.421,28.443,54.107,946.577
2021-11-05 18:29:00,1,1,6.46, , ,41.263,-149.053,11.316,2.684,28.282,54.544,945.882
2021-11-05 18:30:00,1,1,5.32, , ,47.111,-86.222,11.944,3.833,28.503,54.015,945.792
2021-11-05 18:31:00,1,1,7.12, , ,48.0,-48.889,11.889,3.111,28.563,53.643,944.491
2021-11-05 18:32:00,1,1,6.02, , ,41.778,18.667,11.056,2.111,28.337,53.971,942.715
2021-11-05 18:33:00,1,1,0.99, , ,40.889,17.778,11.333,3.167,28.333,54.418,942.53
2021-11-05 18:34:00,1,1,0.04, , ,39.579,20.211,11.053,2.947,28.405,54.155,942.031
