Date Time, Monitor ID, Location ID, NO2(ppm)
19 Aug 2021 13:45,1,1,0.031
19 Aug 2021 13:46,1,1,0.067
19 Aug 2021 13:47,1,1,0.067
19 Aug 2021 13:48,1,1,0.032
19 Aug 2021 13:49,1,1,0.052
19 Aug 2021 13:50,1,1,0.042
19 Aug 2021 13:51,1,1,0.092
19 Aug 2021 13:52,1,1,0.045
19 Aug 2021 13:53,1,1,0.088
19 Aug 2021 13:54,1,1,0.083
19 Aug 2021 13:55,1,1,0.075
19 Aug 2021 13:56,1,1,0.071
19 Aug 2021 13:57,1,1,0.060
19 Aug 2021 13:58,1,1,0.072
19 Aug 2021 13:59,1,1,0.078
19 Aug 2021 14:00,1,1,0.046
19 Aug 2021 14:01,1,1,0.050
19 Aug 2021 14:02,1,1,0.046
19 Aug 2021 14:03,1,1,0.065
19 Aug 2021 14:04,1,1,0.038
19 Aug 2021 14:05,1,1,0.028
19 Aug 2021 14:06,1,1,0.028
19 Aug 2021 14:07,1,1,0.019
19 Aug 2021 14:08,1,1,0.023
19 Aug 2021 14:09,1,1,0.030
19 Aug 2021 14:10,1,1,0.024
19 Aug 2021 14:11,1,1,0.025
19 Aug 2021 14:12,1,1,0.075
19 Aug 2021 14:13,1,1,0.073
19 Aug 2021 14:14,1,1,0.063
19 Aug 2021 14:15,1,1,0.100
19 Aug 2021 14:16,1,1,0.061
19 Aug 2021 14:17,1,1,0.045
19 Aug 2021 14:18,1,1,0.087
19 Aug 2021 14:19,1,1,0.062
19 Aug 2021 14:20,1,1,0.063
19 Aug 2021 14:21,1,1,0.068
19 Aug 2021 14:22,1,1,0.077
19 Aug 2021 14:23,1,1,0.064
19 Aug 2021 14:24,1,1,0.041
19 Aug 2021 14:25,1,1,0.040
19 Aug 2021 14:26,1,1,0.037
19 Aug 2021 14:27,1,1,0.040
19 Aug 2021 14:28,1,1,0.042
19 Aug 2021 14:29,1,1,0.038
19 Aug 2021 14:30,1,1,0.046
19 Aug 2021 14:31,1,1,0.062
19 Aug 2021 14:32,1,1,0.077
19 Aug 2021 14:33,1,1,0.055
19 Aug 2021 14:34,1,1,0.044
19 Aug 2021 14:35,1,1,0.053
19 Aug 2021 14:36,1,1,0.052
19 Aug 2021 14:37,1,1,0.051
19 Aug 2021 14:38,1,1,0.051
19 Aug 2021 14:39,1,1,0.033
19 Aug 2021 14:40,1,1,0.065
19 Aug 2021 14:41,1,1,0.063
19 Aug 2021 14:42,1,1,0.058
19 Aug 2021 14:43,1,1,0.061
19 Aug 2021 14:44,1,1,0.233
19 Aug 2021 14:45,1,1,0.050
19 Aug 2021 14:46,1,1,0.036
19 Aug 2021 14:47,1,1,0.031
19 Aug 2021 14:48,1,1,0.035
19 Aug 2021 14:49,1,1,0.040
19 Aug 2021 14:50,1,1,0.053
19 Aug 2021 14:51,1,1,0.055
19 Aug 2021 14:52,1,1,0.046
19 Aug 2021 14:53,1,1,0.045
19 Aug 2021 14:54,1,1,0.061
19 Aug 2021 14:55,1,1,0.083
19 Aug 2021 14:56,1,1,0.061
19 Aug 2021 14:57,1,1,0.064
19 Aug 2021 14:58,1,1,0.068
19 Aug 2021 14:59,1,1,0.057
19 Aug 2021 15:00,1,1,0.055
19 Aug 2021 15:01,1,1,0.043
19 Aug 2021 15:02,1,1,0.042
19 Aug 2021 15:03,1,1,0.057
19 Aug 2021 15:04,1,1,0.045
19 Aug 2021 15:05,1,1,0.035
19 Aug 2021 15:06,1,1,0.035
19 Aug 2021 15:07,1,1,0.036
19 Aug 2021 15:08,1,1,0.037
19 Aug 2021 15:09,1,1,0.038
19 Aug 2021 15:10,1,1,0.033
19 Aug 2021 15:11,1,1,0.032
19 Aug 2021 15:12,1,1,0.031
19 Aug 2021 15:13,1,1,0.030
19 Aug 2021 15:14,1,1,0.029
19 Aug 2021 15:15,1,1,0.029
19 Aug 2021 15:16,1,1,0.028
19 Aug 2021 15:17,1,1,0.028
19 Aug 2021 15:18,1,1,0.027
19 Aug 2021 15:19,1,1,0.026
19 Aug 2021 15:20,1,1,0.027
19 Aug 2021 15:21,1,1,0.025
19 Aug 2021 15:22,1,1,0.026
19 Aug 2021 15:23,1,1,0.024
19 Aug 2021 15:24,1,1,0.026
19 Aug 2021 15:25,1,1,0.024
19 Aug 2021 15:26,1,1,0.025
19 Aug 2021 15:27,1,1,0.024
19 Aug 2021 15:28,1,1,0.024
19 Aug 2021 15:29,1,1,0.023
19 Aug 2021 15:30,1,1,0.023
19 Aug 2021 15:31,1,1,0.024
19 Aug 2021 15:32,1,1,0.024
19 Aug 2021 15:33,1,1,0.024
19 Aug 2021 15:34,1,1,0.025
19 Aug 2021 15:35,1,1,0.023
19 Aug 2021 15:36,1,1,0.025
19 Aug 2021 15:37,1,1,0.023
19 Aug 2021 15:38,1,1,0.023
19 Aug 2021 15:39,1,1,0.023
19 Aug 2021 15:40,1,1,0.023
19 Aug 2021 15:41,1,1,0.022
19 Aug 2021 15:42,1,1,0.022
19 Aug 2021 15:43,1,1,0.023
19 Aug 2021 15:44,1,1,0.021
19 Aug 2021 15:45,1,1,0.022
19 Aug 2021 15:46,1,1,0.022
19 Aug 2021 15:47,1,1,0.023
19 Aug 2021 15:48,1,1,0.022
19 Aug 2021 15:49,1,1,0.024
19 Aug 2021 15:50,1,1,0.023
19 Aug 2021 15:51,1,1,0.024
19 Aug 2021 15:52,1,1,0.022
19 Aug 2021 15:53,1,1,0.022
19 Aug 2021 15:54,1,1,0.023
19 Aug 2021 15:55,1,1,0.024
19 Aug 2021 15:56,1,1,0.022
19 Aug 2021 15:57,1,1,0.024
19 Aug 2021 15:58,1,1,0.023
19 Aug 2021 15:59,1,1,0.022
19 Aug 2021 16:00,1,1,0.022
19 Aug 2021 16:01,1,1,0.021
19 Aug 2021 16:02,1,1,0.017
19 Aug 2021 16:03,1,1,0.043
19 Aug 2021 16:04,1,1,0.042
19 Aug 2021 16:05,1,1,0.039
19 Aug 2021 16:06,1,1,0.043
19 Aug 2021 16:07,1,1,0.040
19 Aug 2021 16:08,1,1,0.050
19 Aug 2021 16:09,1,1,0.049
19 Aug 2021 16:10,1,1,0.045
19 Aug 2021 16:11,1,1,0.039
19 Aug 2021 16:12,1,1,0.041
19 Aug 2021 16:13,1,1,0.025
19 Aug 2021 16:14,1,1,0.021
19 Aug 2021 16:15,1,1,0.015
19 Aug 2021 16:16,1,1,0.019
19 Aug 2021 16:17,1,1,0.013
19 Aug 2021 16:18,1,1,0.013
19 Aug 2021 16:19,1,1,0.010
19 Aug 2021 16:20,1,1,0.006
19 Aug 2021 16:21,1,1,0.002
19 Aug 2021 16:22,1,1,0.000
19 Aug 2021 16:23,1,1,0.016
19 Aug 2021 16:24,1,1,0.015
19 Aug 2021 16:25,1,1,0.017
19 Aug 2021 16:26,1,1,0.019
19 Aug 2021 16:27,1,1,0.017
19 Aug 2021 16:28,1,1,0.018
19 Aug 2021 16:29,1,1,0.019
19 Aug 2021 16:30,1,1,0.018
19 Aug 2021 16:31,1,1,0.019
19 Aug 2021 16:32,1,1,0.017
19 Aug 2021 16:33,1,1,0.019
19 Aug 2021 16:34,1,1,0.018
19 Aug 2021 16:35,1,1,0.018
19 Aug 2021 16:36,1,1,0.017
19 Aug 2021 16:37,1,1,0.018
19 Aug 2021 16:38,1,1,0.016
19 Aug 2021 16:39,1,1,0.017
19 Aug 2021 16:40,1,1,0.015
19 Aug 2021 16:41,1,1,0.015
19 Aug 2021 16:42,1,1,0.016
19 Aug 2021 16:43,1,1,0.018
19 Aug 2021 16:44,1,1,0.017
19 Aug 2021 16:45,1,1,0.017
19 Aug 2021 16:46,1,1,0.019
19 Aug 2021 16:47,1,1,0.015
19 Aug 2021 16:48,1,1,0.018
19 Aug 2021 16:49,1,1,0.017
19 Aug 2021 16:50,1,1,0.016
19 Aug 2021 16:51,1,1,0.018
19 Aug 2021 16:52,1,1,0.014
19 Aug 2021 16:53,1,1,0.016
19 Aug 2021 16:54,1,1,0.016
19 Aug 2021 16:55,1,1,0.018
19 Aug 2021 16:56,1,1,0.017
19 Aug 2021 16:57,1,1,0.018
19 Aug 2021 16:58,1,1,0.017
19 Aug 2021 16:59,1,1,0.017
19 Aug 2021 17:00,1,1,0.017
19 Aug 2021 17:01,1,1,0.000
19 Aug 2021 17:02,1,1,0.021
19 Aug 2021 17:03,1,1,0.014
19 Aug 2021 17:04,1,1,0.014
19 Aug 2021 17:05,1,1,0.020
19 Aug 2021 17:06,1,1,0.018
19 Aug 2021 17:07,1,1,0.016
19 Aug 2021 17:08,1,1,0.012
19 Aug 2021 17:09,1,1,0.016
19 Aug 2021 17:10,1,1,0.019
19 Aug 2021 17:11,1,1,0.016
19 Aug 2021 17:12,1,1,0.018
19 Aug 2021 17:13,1,1,0.018
19 Aug 2021 17:14,1,1,0.016
19 Aug 2021 17:15,1,1,0.017
19 Aug 2021 17:16,1,1,0.013
19 Aug 2021 17:17,1,1,0.013
19 Aug 2021 17:18,1,1,0.012
19 Aug 2021 17:19,1,1,0.013
19 Aug 2021 17:20,1,1,0.012
19 Aug 2021 17:21,1,1,0.017
19 Aug 2021 17:22,1,1,0.015
19 Aug 2021 17:23,1,1,0.013
19 Aug 2021 17:24,1,1,0.014
19 Aug 2021 17:25,1,1,0.011
19 Aug 2021 17:26,1,1,0.012
19 Aug 2021 17:27,1,1,0.009
19 Aug 2021 17:28,1,1,0.006
19 Aug 2021 17:29,1,1,0.005
19 Aug 2021 17:30,1,1,0.000
19 Aug 2021 17:31,1,1,0.009
19 Aug 2021 17:32,1,1,0.017
19 Aug 2021 17:33,1,1,0.022
19 Aug 2021 17:34,1,1,0.021
19 Aug 2021 17:35,1,1,0.019
19 Aug 2021 17:36,1,1,0.022
19 Aug 2021 17:37,1,1,0.022
19 Aug 2021 17:38,1,1,0.020
19 Aug 2021 17:39,1,1,0.017
19 Aug 2021 17:40,1,1,0.017
19 Aug 2021 17:41,1,1,0.017
19 Aug 2021 17:42,1,1,0.006
19 Aug 2021 17:43,1,1,0.014
19 Aug 2021 17:44,1,1,0.011
19 Aug 2021 17:45,1,1,0.015
19 Aug 2021 17:46,1,1,0.022
19 Aug 2021 17:47,1,1,0.026
19 Aug 2021 17:48,1,1,0.026
19 Aug 2021 17:49,1,1,0.022
19 Aug 2021 17:50,1,1,0.020
19 Aug 2021 17:51,1,1,0.019
19 Aug 2021 17:52,1,1,0.018
19 Aug 2021 17:53,1,1,0.018
19 Aug 2021 17:54,1,1,0.014
19 Aug 2021 17:55,1,1,0.014
19 Aug 2021 17:56,1,1,0.012
19 Aug 2021 17:57,1,1,0.011
19 Aug 2021 17:58,1,1,0.013
