Epoch date,GMT,Battery_percentage,CO_mega
1624664627,25-06-2021 23:43,100,541
1624664633,25-06-2021 23:43,100,541
1624664911,25-06-2021 23:48,100,542
1624664914,25-06-2021 23:48,100,542
1624665569,25-06-2021 23:59,100,541
1624665574,25-06-2021 23:59,100,541
1624665908,26-06-2021 00:05,100,539
1624665914,26-06-2021 00:05,100,540
1624666255,26-06-2021 00:10,100,540
1624666259,26-06-2021 00:10,100,540
1624666602,26-06-2021 00:16,100,539
1624666607,26-06-2021 00:16,100,539
1624666981,26-06-2021 00:23,100,540
1624666984,26-06-2021 00:23,100,540
1624667346,26-06-2021 00:29,100,537
1624667353,26-06-2021 00:29,100,538
1624667924,26-06-2021 00:38,100,539
1624667928,26-06-2021 00:38,100,539
1624668319,26-06-2021 00:45,100,539
1624668715,26-06-2021 00:51,100,540
1624669062,26-06-2021 00:57,100,537
1624669066,26-06-2021 00:57,100,537
1624669425,26-06-2021 01:03,100,536
1624669737,26-06-2021 01:08,100,538
1624670364,26-06-2021 01:19,100,537
1624671056,26-06-2021 01:30,100,538
1624671628,26-06-2021 01:40,100,538
1624672112,26-06-2021 01:48,100,539
1624672705,26-06-2021 01:58,100,539
1624673199,26-06-2021 02:06,100,538
1624673661,26-06-2021 02:14,100,541
1624673666,26-06-2021 02:14,100,541
1624674288,26-06-2021 02:24,100,539
1624674664,26-06-2021 02:31,100,542
1624675057,26-06-2021 02:37,100,541
1624675439,26-06-2021 02:43,100,542
1624675838,26-06-2021 02:50,100,542
1624676200,26-06-2021 02:56,100,542
1624676780,26-06-2021 03:06,100,543
1624677162,26-06-2021 03:12,100,544
1624677519,26-06-2021 03:18,100,543
1624677884,26-06-2021 03:24,100,544
1624678263,26-06-2021 03:31,100,543
1624678640,26-06-2021 03:37,100,544
1624678690,26-06-2021 03:38,100,544
1624678836,26-06-2021 03:40,100,542
1624679102,26-06-2021 03:45,100,543
1624679537,26-06-2021 03:52,100,544
1624679963,26-06-2021 03:59,100,544
1624680357,26-06-2021 04:05,100,543
1624680796,26-06-2021 04:13,100,542
1624681374,26-06-2021 04:22,100,545
1624681937,26-06-2021 04:32,100,543
1624682468,26-06-2021 04:41,100,546
1624682794,26-06-2021 04:46,100,546
1624682970,26-06-2021 04:49,100,548
1624683403,26-06-2021 04:56,98,548
1624683411,26-06-2021 04:56,98,541
1624683812,26-06-2021 05:03,97,543
1624684150,26-06-2021 05:09,96,542
1624684181,26-06-2021 05:09,96,542
1624684212,26-06-2021 05:10,96,544
1624684253,26-06-2021 05:10,96,540
1624684288,26-06-2021 05:11,96,540
1624684319,26-06-2021 05:11,96,539
1624684350,26-06-2021 05:12,95,539
1624684389,26-06-2021 05:13,95,539
1624684795,26-06-2021 05:19,95,534
1624685186,26-06-2021 05:26,94,536
1624685470,26-06-2021 05:31,94,534
1624685983,26-06-2021 05:39,93,531
1624686211,26-06-2021 05:43,93,531
1624686971,26-06-2021 05:56,92,527
1624687786,26-06-2021 06:09,92,536
1624688254,26-06-2021 06:17,92,535
1624689369,26-06-2021 06:36,91,536
1624690208,26-06-2021 06:50,91,536
1624690815,26-06-2021 07:00,91,536
1624691209,26-06-2021 07:06,90,534
1624691497,26-06-2021 07:11,90,533
1624691679,26-06-2021 07:14,90,536
1624691682,26-06-2021 07:14,90,536
1624692369,26-06-2021 07:26,90,533
1624692689,26-06-2021 07:31,90,533
1624693066,26-06-2021 07:37,90,534
1624693068,26-06-2021 07:37,90,534
1624693176,26-06-2021 07:39,90,534
1624693179,26-06-2021 07:39,90,534
1624693383,26-06-2021 07:43,89,534
1624693388,26-06-2021 07:43,89,534
1624693972,26-06-2021 07:52,89,534
1624694368,26-06-2021 07:59,89,537
1624694716,26-06-2021 08:05,88,537
1624694719,26-06-2021 08:05,88,537
1624694990,26-06-2021 08:09,88,539
1624694993,26-06-2021 08:09,88,539
1624695192,26-06-2021 08:13,88,540
1624695198,26-06-2021 08:13,88,540
1624695402,26-06-2021 08:16,88,541
1624695734,26-06-2021 08:22,88,544
1624696057,26-06-2021 08:27,87,543
1624696096,26-06-2021 08:28,87,543
1624696128,26-06-2021 08:28,87,543
1624696193,26-06-2021 08:29,87,544
1624696246,26-06-2021 08:30,87,542
1624696315,26-06-2021 08:31,86,544
1624696363,26-06-2021 08:32,86,545
1624696398,26-06-2021 08:33,86,544
1624696433,26-06-2021 08:33,86,545
1624696472,26-06-2021 08:34,86,544
1624696507,26-06-2021 08:35,86,544
1624696616,26-06-2021 08:36,86,545
1624696734,26-06-2021 08:38,86,545
1624696959,26-06-2021 08:42,86,543
1624697420,26-06-2021 08:50,85,546
1624697492,26-06-2021 08:51,85,545
1624697523,26-06-2021 08:52,85,546
1624697554,26-06-2021 08:52,85,544
1624697585,26-06-2021 08:53,85,545
1624697616,26-06-2021 08:53,85,547
1624697647,26-06-2021 08:54,85,547
1624697678,26-06-2021 08:54,85,548
1624697709,26-06-2021 08:55,85,547
1624697740,26-06-2021 08:55,85,547
1624697771,26-06-2021 08:56,85,548
1624697802,26-06-2021 08:56,85,547
1624697833,26-06-2021 08:57,85,547
1624697864,26-06-2021 08:57,85,547
1624697895,26-06-2021 08:58,85,547
1624697926,26-06-2021 08:58,84,546
1624697957,26-06-2021 08:59,84,548
1624697988,26-06-2021 08:59,84,547
1624698019,26-06-2021 09:00,84,548
1624698050,26-06-2021 09:00,84,549
1624698081,26-06-2021 09:01,85,548
1624698112,26-06-2021 09:01,85,548
1624698143,26-06-2021 09:02,85,550
1624698174,26-06-2021 09:02,85,547
1624698205,26-06-2021 09:03,84,549
1624698236,26-06-2021 09:03,84,548
1624698267,26-06-2021 09:04,84,548
1624698298,26-06-2021 09:04,84,548
1624698329,26-06-2021 09:05,84,549
1624698361,26-06-2021 09:06,84,551
1624698392,26-06-2021 09:06,84,549
1624698423,26-06-2021 09:07,84,548
1624698454,26-06-2021 09:07,84,550
1624698485,26-06-2021 09:08,84,551
1624698653,26-06-2021 09:10,84,550
1624698983,26-06-2021 09:16,83,549
1624699068,26-06-2021 09:17,83,552
1624699135,26-06-2021 09:18,83,553
1624699241,26-06-2021 09:20,83,552
1624699540,26-06-2021 09:25,83,553
1624699809,26-06-2021 09:30,82,552
1624700026,26-06-2021 09:33,82,553
1624700342,26-06-2021 09:39,82,548
1624700562,26-06-2021 09:42,82,548
1624700712,26-06-2021 09:45,81,547
1624700764,26-06-2021 09:46,81,547
1624700820,26-06-2021 09:47,81,547
1624700868,26-06-2021 09:47,81,547
1624700947,26-06-2021 09:49,81,545
1624701000,26-06-2021 09:50,81,543
1624701088,26-06-2021 09:51,81,545
1624701214,26-06-2021 09:53,81,543
1624701569,26-06-2021 09:59,81,542
1624701878,26-06-2021 10:04,81,541
1624702454,26-06-2021 10:14,80,542
1624702638,26-06-2021 10:17,80,543
1624702819,26-06-2021 10:20,79,546
1624703333,26-06-2021 10:28,79,543
1624703654,26-06-2021 10:34,78,545
1624703857,26-06-2021 10:37,78,543
1624704316,26-06-2021 10:45,78,545
1624704653,26-06-2021 10:50,78,543
1624705614,26-06-2021 11:06,76,544
1624705762,26-06-2021 11:09,76,545
1624706513,26-06-2021 11:21,76,545
1624706968,26-06-2021 11:29,75,545
1624707347,26-06-2021 11:35,75,542
1624707617,26-06-2021 11:40,75,544
1624708123,26-06-2021 11:48,74,541
1624708534,26-06-2021 11:55,74,543
1624709003,26-06-2021 12:03,73,543
1624709412,26-06-2021 12:10,73,543
1624709842,26-06-2021 12:17,72,546
1624710193,26-06-2021 12:23,72,549
1624710607,26-06-2021 12:30,71,548
1624710954,26-06-2021 12:35,71,548
1624711311,26-06-2021 12:41,70,550
1624711512,26-06-2021 12:45,70,551
1624712069,26-06-2021 12:54,69,551
1624712256,26-06-2021 12:57,69,548
1624712592,26-06-2021 13:03,68,552
1624712963,26-06-2021 13:09,67,552
1624713344,26-06-2021 13:15,67,555
1624713721,26-06-2021 13:22,67,553
1624713886,26-06-2021 13:24,66,554
1624714249,26-06-2021 13:30,65,555
1624714614,26-06-2021 13:36,65,554
1624715070,26-06-2021 13:44,65,556
1624715506,26-06-2021 13:51,64,554
1624715712,26-06-2021 13:55,64,554
1624716340,26-06-2021 14:05,63,551
1624716755,26-06-2021 14:12,63,547
1624716915,26-06-2021 14:15,62,548
1624717339,26-06-2021 14:22,62,541
1624718472,26-06-2021 14:41,61,544
1624718898,26-06-2021 14:48,60,660
1624719223,26-06-2021 14:53,60,787
1624719492,26-06-2021 14:58,59,788
1624719885,26-06-2021 15:04,59,786
1624720223,26-06-2021 15:10,59,779
1624720555,26-06-2021 15:15,59,773
1624720841,26-06-2021 15:20,58,769
1624721083,26-06-2021 15:24,58,765
1624721114,26-06-2021 15:25,58,764
1624721145,26-06-2021 15:25,58,765
1624721186,26-06-2021 15:26,58,767
1624721434,26-06-2021 15:30,58,764
1624721829,26-06-2021 15:37,57,760
1624722109,26-06-2021 15:41,57,758
1624722444,26-06-2021 15:47,57,759
1624722851,26-06-2021 15:54,56,756
1624723250,26-06-2021 16:00,56,753
1624723625,26-06-2021 16:07,56,751
1624724039,26-06-2021 16:13,55,746
1624724338,26-06-2021 16:18,55,743
1624724731,26-06-2021 16:25,55,743
1624725099,26-06-2021 16:31,54,743
1624725439,26-06-2021 16:37,54,741
1624725591,26-06-2021 16:39,54,742
1624725852,26-06-2021 16:44,54,739
1624726738,26-06-2021 16:58,53,740
1624727105,26-06-2021 17:05,53,737
1624727405,26-06-2021 17:10,53,734
1624727866,26-06-2021 17:17,53,735
1624728292,26-06-2021 17:24,52,732
1624728690,26-06-2021 17:31,52,732
1624728865,26-06-2021 17:34,51,731
1624729085,26-06-2021 17:38,52,731
1624729449,26-06-2021 17:44,52,728
1624729793,26-06-2021 17:49,51,727
1624730501,26-06-2021 18:01,51,724
1624731193,26-06-2021 18:13,49,717
1624731691,26-06-2021 18:21,49,710
1624732145,26-06-2021 18:29,48,712
1624732553,26-06-2021 18:35,48,707
1624732941,26-06-2021 18:42,48,702
1624733304,26-06-2021 18:48,47,700
1624733636,26-06-2021 18:53,47,697
1624734295,26-06-2021 19:04,46,691
1624734725,26-06-2021 19:12,46,684
1624735120,26-06-2021 19:18,45,681
1624735479,26-06-2021 19:24,45,672
1624735537,26-06-2021 19:25,45,674
1624735908,26-06-2021 19:31,44,665
1624736321,26-06-2021 19:38,43,661
1624736766,26-06-2021 19:46,43,651
1624737927,26-06-2021 20:05,41,637
1624738547,26-06-2021 20:15,40,632
1624739209,26-06-2021 20:26,39,629
1624739785,26-06-2021 20:36,39,626
1624740217,26-06-2021 20:43,38,619
1624740627,26-06-2021 20:50,38,618
1624741048,26-06-2021 20:57,37,614
1624741456,26-06-2021 21:04,37,616
1624741849,26-06-2021 21:10,36,608
1624742308,26-06-2021 21:18,36,606
1624742315,26-06-2021 21:18,36,606
1624742860,26-06-2021 21:27,35,606
1624743489,26-06-2021 21:38,33,607
1624743492,26-06-2021 21:38,33,607
1624743861,26-06-2021 21:44,31,608
1624744204,26-06-2021 21:50,31,605
1624744564,26-06-2021 21:56,30,606
1624744567,26-06-2021 21:56,30,606
1624744914,26-06-2021 22:01,28,598
1624744921,26-06-2021 22:02,28,598
1624745262,26-06-2021 22:07,27,594
1624745268,26-06-2021 22:07,27,594
1624745900,26-06-2021 22:18,25,586
1624745904,26-06-2021 22:18,25,588
1624746311,26-06-2021 22:25,23,579
1624746314,26-06-2021 22:25,23,579
1624746688,26-06-2021 22:31,21,573
1624746695,26-06-2021 22:31,21,573
1624747050,26-06-2021 22:37,19,565
1624747054,26-06-2021 22:37,19,565
1624747383,26-06-2021 22:43,17,556
1624747386,26-06-2021 22:43,17,556
1624747672,26-06-2021 22:47,16,554
1624747676,26-06-2021 22:47,16,553
1624748309,26-06-2021 22:58,13,536
1624748317,26-06-2021 22:58,13,536
1624748898,26-06-2021 23:08,9,528
1624748901,26-06-2021 23:08,9,528
1624749124,26-06-2021 23:12,8,521
1624749127,26-06-2021 23:12,8,521
1624749223,26-06-2021 23:13,7,519
1624749229,26-06-2021 23:13,7,519
1624749450,26-06-2021 23:17,6,515
1624749795,26-06-2021 23:23,4,506
1624750205,26-06-2021 23:30,0,491
1624750520,26-06-2021 23:35,0,480
1624750523,26-06-2021 23:35,0,480
1624750880,26-06-2021 23:41,0,463
1624750882,26-06-2021 23:41,0,463
1624854563,28-06-2021 04:29,27,461
1624854646,28-06-2021 04:30,28,424
1624854748,28-06-2021 04:32,32,438
1624855068,28-06-2021 04:37,47,461
1624855210,28-06-2021 04:40,50,461
1624855567,28-06-2021 04:46,52,472
1624855938,28-06-2021 04:52,54,482
1624856315,28-06-2021 04:58,58,486
1624856891,28-06-2021 05:08,63,491
1624857150,28-06-2021 05:12,65,493
1624857727,28-06-2021 05:22,68,502
1624858148,28-06-2021 05:29,70,502
1624858687,28-06-2021 05:38,73,502
1624858867,28-06-2021 05:41,74,499
1624859326,28-06-2021 05:48,78,504
1624859735,28-06-2021 05:55,80,504
1624860725,28-06-2021 06:12,89,516
1624861445,28-06-2021 06:24,94,518
1624861771,28-06-2021 06:29,96,518
1624861984,28-06-2021 06:33,98,518
1624862650,28-06-2021 06:44,100,538
1624863063,28-06-2021 06:51,100,536
1624863556,28-06-2021 06:59,100,535
1624864272,28-06-2021 07:11,100,537
1624864812,28-06-2021 07:20,100,538
1624865275,28-06-2021 07:27,100,540
1624865698,28-06-2021 07:34,100,541
1624866068,28-06-2021 07:41,100,544
1624866099,28-06-2021 07:41,100,543
1624866130,28-06-2021 07:42,100,546
1624866171,28-06-2021 07:42,100,546
1624866202,28-06-2021 07:43,100,543
1624866233,28-06-2021 07:43,100,541
1624866264,28-06-2021 07:44,100,544
1624866365,28-06-2021 07:46,100,544
1624866682,28-06-2021 07:51,100,546
1624866975,28-06-2021 07:56,100,547
1624867644,28-06-2021 08:07,100,548
1624868294,28-06-2021 08:18,100,549
1624868854,28-06-2021 08:27,100,551
1624868943,28-06-2021 08:29,100,551
1624869187,28-06-2021 08:33,100,551
1624869549,28-06-2021 08:39,100,552
1624869975,28-06-2021 08:46,100,553
1624870227,28-06-2021 08:50,100,554
1624870602,28-06-2021 08:56,100,553
1624870798,28-06-2021 08:59,100,555
1624871129,28-06-2021 09:05,100,554
1624871554,28-06-2021 09:12,100,557
1624871847,28-06-2021 09:17,100,547
1624872124,28-06-2021 09:22,100,540
1624872567,28-06-2021 09:29,100,536
1624873495,28-06-2021 09:44,100,540
1624873672,28-06-2021 09:47,100,542
1624873828,28-06-2021 09:50,100,540
1624874166,28-06-2021 09:56,100,541
1624874595,28-06-2021 10:03,100,541
1624874958,28-06-2021 10:09,100,538
1624875351,28-06-2021 10:15,100,542
1624875811,28-06-2021 10:23,100,539
1624876339,28-06-2021 10:32,100,541
1624876792,28-06-2021 10:39,100,539
1624877239,28-06-2021 10:47,100,542
1624877485,28-06-2021 10:51,100,551
1624877878,28-06-2021 10:57,100,555
1624878207,28-06-2021 11:03,100,553
1624878950,28-06-2021 11:15,100,750
1624880211,28-06-2021 11:36,100,733
1624880242,28-06-2021 11:37,100,733
1624880359,28-06-2021 11:39,100,731
1624880523,28-06-2021 11:42,100,729
1624881448,28-06-2021 11:57,100,703
1624881947,28-06-2021 12:05,100,696
1624882538,28-06-2021 12:15,100,699
1624883098,28-06-2021 12:24,100,700
1624883591,28-06-2021 12:33,100,700
1624884022,28-06-2021 12:40,100,699
1624884520,28-06-2021 12:48,100,699
1624884912,28-06-2021 12:55,100,700
1624885472,28-06-2021 13:04,100,700
1624886067,28-06-2021 13:14,100,699
1624886728,28-06-2021 13:25,100,699
1624887343,28-06-2021 13:35,100,699
1624887849,28-06-2021 13:44,100,698
1624888440,28-06-2021 13:54,100,695
1624889162,28-06-2021 14:06,100,693
1624889758,28-06-2021 14:15,100,691
1624890418,28-06-2021 14:26,100,687
1624890826,28-06-2021 14:33,100,685
1624891213,28-06-2021 14:40,100,683
1624891608,28-06-2021 14:46,100,682
1624892020,28-06-2021 14:53,100,678
1624892368,28-06-2021 14:59,100,679
1624892739,28-06-2021 15:05,100,675
1624893452,28-06-2021 15:17,100,674
1624894115,28-06-2021 15:28,100,670
1624894349,28-06-2021 15:32,100,670
1624894472,28-06-2021 15:34,100,669
1624894986,28-06-2021 15:43,100,649
1624895469,28-06-2021 15:51,100,629
1624895981,28-06-2021 15:59,100,613
1624896362,28-06-2021 16:06,100,603
1624897321,28-06-2021 16:22,100,601
1624897867,28-06-2021 16:31,100,592
1624898211,28-06-2021 16:36,100,589
1624898425,28-06-2021 16:40,100,587
1624898853,28-06-2021 16:47,100,582
1624899262,28-06-2021 16:54,100,585
1624899747,28-06-2021 17:02,100,583
1624900556,28-06-2021 17:15,100,588
1624901220,28-06-2021 17:27,100,589
1624901737,28-06-2021 17:35,100,591
1624902190,28-06-2021 17:43,100,589
1624902628,28-06-2021 17:50,100,593
1624903047,28-06-2021 17:57,100,590
1624904035,28-06-2021 18:13,100,596
1624904593,28-06-2021 18:23,100,596
1624904632,28-06-2021 18:23,100,599
1624904683,28-06-2021 18:24,100,599
1624904765,28-06-2021 18:26,100,598
1624904849,28-06-2021 18:27,100,599
1624905142,28-06-2021 18:32,100,594
1624905294,28-06-2021 18:34,100,596
1624905569,28-06-2021 18:39,100,594
1624906078,28-06-2021 18:47,100,594
1624906713,28-06-2021 18:58,100,593
1624906989,28-06-2021 19:03,100,596
1624907069,28-06-2021 19:04,100,598
1624907203,28-06-2021 19:06,100,600
1624907630,28-06-2021 19:13,100,602
1624908128,28-06-2021 19:22,100,601
1624908734,28-06-2021 19:32,100,601
1624908883,28-06-2021 19:34,100,600
1624909039,28-06-2021 19:37,100,601
