Epoch date,GMT,NO2_ppb_megasense
1624685983,26-06-2021 05:39,2464
1624686211,26-06-2021 05:43,2439
1624686971,26-06-2021 05:56,2442
1624687786,26-06-2021 06:09,2457
1624688254,26-06-2021 06:17,2425
1624689369,26-06-2021 06:36,2467
1624690208,26-06-2021 06:50,2439
1624690815,26-06-2021 07:00,2421
1624691209,26-06-2021 07:06,2396
1624691497,26-06-2021 07:11,2392
1624691679,26-06-2021 07:14,2378
1624691682,26-06-2021 07:14,2378
1624692369,26-06-2021 07:26,2378
1624692689,26-06-2021 07:31,2360
1624693066,26-06-2021 07:37,2385
1624693068,26-06-2021 07:37,2385
1624693176,26-06-2021 07:39,2375
1624693179,26-06-2021 07:39,2375
1624693383,26-06-2021 07:43,2403
1624693388,26-06-2021 07:43,2403
1624693972,26-06-2021 07:52,2414
1624694368,26-06-2021 07:59,2435
1624694716,26-06-2021 08:05,2439
1624694719,26-06-2021 08:05,2439
1624694990,26-06-2021 08:09,2471
1624694993,26-06-2021 08:09,2471
1624695192,26-06-2021 08:13,2471
1624695198,26-06-2021 08:13,2471
1624695402,26-06-2021 08:16,2482
1624695734,26-06-2021 08:22,2496
1624696057,26-06-2021 08:27,2503
1624696096,26-06-2021 08:28,2532
1624696128,26-06-2021 08:28,2496
1624696193,26-06-2021 08:29,2517
1624696246,26-06-2021 08:30,2514
1624696315,26-06-2021 08:31,2532
1624696363,26-06-2021 08:32,2535
1624696398,26-06-2021 08:33,2532
1624696433,26-06-2021 08:33,2532
1624696472,26-06-2021 08:34,2528
1624696507,26-06-2021 08:35,2525
1624696616,26-06-2021 08:36,2535
1624696734,26-06-2021 08:38,2525
1624696959,26-06-2021 08:42,2542
1624697420,26-06-2021 08:50,2560
1624697492,26-06-2021 08:51,2553
1624697523,26-06-2021 08:52,2550
1624697554,26-06-2021 08:52,2546
1624697585,26-06-2021 08:53,2557
1624697616,26-06-2021 08:53,2557
1624697647,26-06-2021 08:54,2571
1624697678,26-06-2021 08:54,2560
1624697709,26-06-2021 08:55,2567
1624697740,26-06-2021 08:55,2571
1624697771,26-06-2021 08:56,2557
1624697802,26-06-2021 08:56,2578
1624697833,26-06-2021 08:57,2582
1624697864,26-06-2021 08:57,2578
1624697895,26-06-2021 08:58,2567
1624697926,26-06-2021 08:58,2575
1624697957,26-06-2021 08:59,2560
1624697988,26-06-2021 08:59,2564
1624698019,26-06-2021 09:00,2557
1624698050,26-06-2021 09:00,2585
1624698081,26-06-2021 09:01,2585
1624698112,26-06-2021 09:01,2571
1624698143,26-06-2021 09:02,2564
1624698174,26-06-2021 09:02,2571
1624698205,26-06-2021 09:03,2578
1624698236,26-06-2021 09:03,2575
1624698267,26-06-2021 09:04,2567
1624698298,26-06-2021 09:04,2585
1624698329,26-06-2021 09:05,2589
1624698361,26-06-2021 09:06,2578
1624698392,26-06-2021 09:06,2578
1624698423,26-06-2021 09:07,2582
1624698454,26-06-2021 09:07,2585
1624698485,26-06-2021 09:08,2578
1624698653,26-06-2021 09:10,2592
1624698983,26-06-2021 09:16,2596
1624699068,26-06-2021 09:17,2592
1624699135,26-06-2021 09:18,2603
1624699241,26-06-2021 09:20,2589
1624699540,26-06-2021 09:25,2614
1624699809,26-06-2021 09:30,2607
1624700026,26-06-2021 09:33,2621
1624700342,26-06-2021 09:39,2592
1624700562,26-06-2021 09:42,2600
1624700712,26-06-2021 09:45,2585
1624700764,26-06-2021 09:46,2610
1624700820,26-06-2021 09:47,2578
1624700868,26-06-2021 09:47,2567
1624700947,26-06-2021 09:49,2557
1624701000,26-06-2021 09:50,2557
1624701088,26-06-2021 09:51,2539
1624701214,26-06-2021 09:53,2514
1624701569,26-06-2021 09:59,2467
1624701878,26-06-2021 10:04,2435
1624702454,26-06-2021 10:14,2482
1624702638,26-06-2021 10:17,2489
1624702819,26-06-2021 10:20,2496
1624703333,26-06-2021 10:28,2503
1624703654,26-06-2021 10:34,2482
1624703857,26-06-2021 10:37,2489
1624704316,26-06-2021 10:45,2514
1624704653,26-06-2021 10:50,2510
1624705614,26-06-2021 11:06,2489
1624705762,26-06-2021 11:09,2503
1624706513,26-06-2021 11:21,2510
1624706968,26-06-2021 11:29,2535
1624707347,26-06-2021 11:35,2500
1624707617,26-06-2021 11:40,2500
1624708123,26-06-2021 11:48,2475
1624708534,26-06-2021 11:55,2489
1624709003,26-06-2021 12:03,2500
1624709412,26-06-2021 12:10,2525
1624709842,26-06-2021 12:17,2542
1624710193,26-06-2021 12:23,2546
1624710607,26-06-2021 12:30,2539
1624710954,26-06-2021 12:35,2567
1624711311,26-06-2021 12:41,2571
1624711512,26-06-2021 12:45,2578
1624712069,26-06-2021 12:54,2585
1624712256,26-06-2021 12:57,2582
1624712592,26-06-2021 13:03,2589
1624712963,26-06-2021 13:09,2610
1624713344,26-06-2021 13:15,2628
1624713721,26-06-2021 13:22,2628
1624713886,26-06-2021 13:24,2610
1624714249,26-06-2021 13:30,2625
1624714614,26-06-2021 13:36,2653
1624715070,26-06-2021 13:44,2628
1624715506,26-06-2021 13:51,2646
1624715712,26-06-2021 13:55,2657
1624716340,26-06-2021 14:05,2603
1624716755,26-06-2021 14:12,2528
1624716915,26-06-2021 14:15,2482
1624717339,26-06-2021 14:22,2457
1624718472,26-06-2021 14:41,2539
1624718898,26-06-2021 14:48,2682
1624719223,26-06-2021 14:53,3396
1624719492,26-06-2021 14:58,3392
1624719885,26-06-2021 15:04,3407
1624720223,26-06-2021 15:10,3317
1624720555,26-06-2021 15:15,3221
1624720841,26-06-2021 15:20,3121
1624721083,26-06-2021 15:24,3067
1624721114,26-06-2021 15:25,3060
1624721145,26-06-2021 15:25,3082
1624721186,26-06-2021 15:26,3085
1624721434,26-06-2021 15:30,3082
1624721829,26-06-2021 15:37,3017
1624722109,26-06-2021 15:41,3014
1624722444,26-06-2021 15:47,3014
1624722851,26-06-2021 15:54,2975
1624723250,26-06-2021 16:00,2957
1624723625,26-06-2021 16:07,2925
1624724039,26-06-2021 16:13,2914
1624724338,26-06-2021 16:18,2878
1624724731,26-06-2021 16:25,2889
1624725099,26-06-2021 16:31,2889
1624725439,26-06-2021 16:37,2867
1624725591,26-06-2021 16:39,2867
1624725852,26-06-2021 16:44,2878
1624726738,26-06-2021 16:58,2889
1624727105,26-06-2021 17:05,2875
1624727405,26-06-2021 17:10,2864
1624727866,26-06-2021 17:17,2864
1624728292,26-06-2021 17:24,2853
1624728690,26-06-2021 17:31,2860
1624728865,26-06-2021 17:34,2853
1624729085,26-06-2021 17:38,2835
1624729449,26-06-2021 17:44,2846
1624729793,26-06-2021 17:49,2839
1624730501,26-06-2021 18:01,2828
1624731193,26-06-2021 18:13,2807
1624731691,26-06-2021 18:21,2821
1624732145,26-06-2021 18:29,2807
1624732553,26-06-2021 18:35,2817
1624732941,26-06-2021 18:42,2778
1624733304,26-06-2021 18:48,2814
1624733636,26-06-2021 18:53,2785
1624734295,26-06-2021 19:04,2792
1624734725,26-06-2021 19:12,2782
1624735120,26-06-2021 19:18,2792
1624735479,26-06-2021 19:24,2767
1624735537,26-06-2021 19:25,2757
1624735908,26-06-2021 19:31,2767
1624736321,26-06-2021 19:38,2771
1624736766,26-06-2021 19:46,2750
1624737927,26-06-2021 20:05,2750
1624738547,26-06-2021 20:15,2757
1624739209,26-06-2021 20:26,2764
1624739785,26-06-2021 20:36,2746
1624740217,26-06-2021 20:43,2757
1624740627,26-06-2021 20:50,2757
1624741048,26-06-2021 20:57,2767
1624741456,26-06-2021 21:04,2764
1624741849,26-06-2021 21:10,2760
1624742308,26-06-2021 21:18,2746
1624742315,26-06-2021 21:18,2746
1624742860,26-06-2021 21:27,2775
1624743489,26-06-2021 21:38,2757
1624743492,26-06-2021 21:38,2757
1624743861,26-06-2021 21:44,2767
1624744204,26-06-2021 21:50,2753
1624744564,26-06-2021 21:56,2753
1624744567,26-06-2021 21:56,2753
1624744914,26-06-2021 22:01,2721
1624744921,26-06-2021 22:02,2721
1624745262,26-06-2021 22:07,2689
1624745268,26-06-2021 22:07,2689
1624745900,26-06-2021 22:18,2635
1624745904,26-06-2021 22:18,2635
1624746311,26-06-2021 22:25,2585
1624746314,26-06-2021 22:25,2585
1624746688,26-06-2021 22:31,2535
1624746695,26-06-2021 22:31,2535
1624747050,26-06-2021 22:37,2478
1624747054,26-06-2021 22:37,2478
1624747383,26-06-2021 22:43,2428
1624747386,26-06-2021 22:43,2428
1624747672,26-06-2021 22:47,2360
1624747676,26-06-2021 22:47,2375
1624748309,26-06-2021 22:58,2300
1624748317,26-06-2021 22:58,2300
1624748898,26-06-2021 23:08,2221
1624748901,26-06-2021 23:08,2221
1624749124,26-06-2021 23:12,2160
1624749127,26-06-2021 23:12,2160
1624749223,26-06-2021 23:13,2142
1624749229,26-06-2021 23:13,2142
1624749450,26-06-2021 23:17,2107
1624749795,26-06-2021 23:23,2039
1624750205,26-06-2021 23:30,1942
1624750520,26-06-2021 23:35,1832
1624750523,26-06-2021 23:35,1832
1624750880,26-06-2021 23:41,1678
1624750882,26-06-2021 23:41,1678
1624854563,28-06-2021 04:29,6589
1624854646,28-06-2021 04:30,4203
1624854748,28-06-2021 04:32,3510
1624855068,28-06-2021 04:37,2814
1624855210,28-06-2021 04:40,2650
1624855567,28-06-2021 04:46,2564
1624855938,28-06-2021 04:52,2546
1624856315,28-06-2021 04:58,2539
1624856891,28-06-2021 05:08,2500
1624857150,28-06-2021 05:12,2532
1624857727,28-06-2021 05:22,2535
1624858148,28-06-2021 05:29,2510
1624858687,28-06-2021 05:38,2492
1624858867,28-06-2021 05:41,2475
1624859326,28-06-2021 05:48,2521
1624859735,28-06-2021 05:55,2510
1624860725,28-06-2021 06:12,2585
1624861445,28-06-2021 06:24,2521
1624861771,28-06-2021 06:29,2464
1624861984,28-06-2021 06:33,2450
1624862650,28-06-2021 06:44,2678
1624863063,28-06-2021 06:51,2664
1624863556,28-06-2021 06:59,2660
1624864272,28-06-2021 07:11,2617
1624864812,28-06-2021 07:20,2603
1624865275,28-06-2021 07:27,2628
1624865698,28-06-2021 07:34,2639
1624866068,28-06-2021 07:41,2646
1624866099,28-06-2021 07:41,2646
1624866130,28-06-2021 07:42,2646
1624866171,28-06-2021 07:42,2675
1624866202,28-06-2021 07:43,2650
1624866233,28-06-2021 07:43,2646
1624866264,28-06-2021 07:44,2639
1624866365,28-06-2021 07:46,2653
1624866682,28-06-2021 07:51,2653
1624866975,28-06-2021 07:56,2660
1624867644,28-06-2021 08:07,2671
1624868294,28-06-2021 08:18,2682
1624868854,28-06-2021 08:27,2689
1624868943,28-06-2021 08:29,2700
1624869187,28-06-2021 08:33,2671
1624869549,28-06-2021 08:39,2700
1624869975,28-06-2021 08:46,2700
1624870227,28-06-2021 08:50,2692
1624870602,28-06-2021 08:56,2696
1624870798,28-06-2021 08:59,2692
1624871129,28-06-2021 09:05,2703
1624871554,28-06-2021 09:12,2714
1624871847,28-06-2021 09:17,2621
