,Date Time, Monitor ID, Location ID, SO2(ppm),data.temp_c,data.hum_prcnt,data.press_hpa,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.location.lat,data.location.lon,data.location.acc,data.timestamp
94,2021-10-23 13:06:00,1,1,0.4,38.35,23.379,955.748,736.0,3457.0,2560.0,1463.0,161.0,-3211.0,0.0,92.0,17.38,78.412,72.9,1634974552412.0
95,2021-10-23 13:07:00,1,1,0.2,38.45,23.397,955.812,604.0,3171.0,2197.0,1388.0,199.0,-3961.0,0.0,92.0,17.379,78.412,28.374,1634974600341.0
96,2021-10-23 13:08:00,1,1,1.1,38.69,22.779,955.866,578.0,3189.0,2115.0,1403.0,93.0,-1854.0,0.0,92.0,17.379,78.412,18.461,1634974674645.0
98,2021-10-23 13:10:00,1,1,1.0,38.9,24.258,955.934,639.0,3328.0,2288.0,1438.0,137.0,-2724.0,0.0,92.0,17.379,78.412,64.1,1634974761728.0
101,2021-10-23 13:13:00,1,1,0.6,39.48,25.709,955.854,832.0,4235.0,2831.0,1693.0,247.0,-4931.0,0.0,92.0,17.379,78.412,77.6,1634974977555.0
104,2021-10-23 13:16:00,1,1,0.3,39.63,27.04,955.799,888.0,4857.0,2983.0,1860.0,451.0,-9003.0,0.0,92.0,17.379,78.412,75.737,1634975111132.0
105,2021-10-23 13:17:00,1,1,0.1,39.31,24.663,955.683,504.0,3196.0,1917.0,1398.0,45.0,-889.0,0.0,92.0,17.379,78.415,56.1,1634975218450.0
108,2021-10-23 13:20:00,1,1,0.0,38.87,22.739,955.87,623.0,3225.0,2243.0,1407.0,37.0,-734.0,0.0,92.0,17.378,78.421,47.928,1634975350405.0
111,2021-10-23 13:23:00,1,1,0.1,38.33,23.156,956.594,559.0,2975.0,2069.0,1335.0,114.0,-2284.0,0.0,91.0,17.378,78.429,59.406,1634975556923.0
114,2021-10-23 13:26:00,1,1,0.0,38.35,22.972,956.19,558.0,2917.0,2063.0,1320.0,151.0,-3019.0,0.0,91.0,17.368,78.429,61.853,1634975739789.0
117,2021-10-23 13:29:00,1,1,0.0,38.08,23.143,953.652,522.0,2775.0,1974.0,1277.0,152.0,-3031.0,0.0,92.0,17.359,78.426,45.83,1634975930178.0
120,2021-10-23 13:32:00,1,1,0.1,38.09,23.058,954.278,515.0,2785.0,1947.0,1276.0,130.0,-2593.0,0.0,91.0,17.35,78.417,78.381,1634976069111.0
121,2021-10-23 13:33:00,1,1,0.0,37.81,23.783,953.057,493.0,2725.0,1885.0,1265.0,139.0,-2766.0,0.0,91.0,17.346,78.419,68.4,1634976172272.0
124,2021-10-23 13:36:00,1,1,0.0,37.32,24.311,953.769,519.0,2800.0,1957.0,1287.0,103.0,-2053.0,0.0,91.0,17.338,78.426,76.845,1634976309395.0
126,2021-10-23 13:38:00,1,1,0.0,36.94,24.819,952.083,498.0,2696.0,1890.0,1264.0,163.0,-3246.0,0.0,91.0,17.328,78.426,66.004,1634976452880.0
130,2021-10-23 13:42:00,1,1,0.0,37.39,24.758,952.533,490.0,2725.0,1873.0,1270.0,206.0,-4117.0,0.0,92.0,17.323,78.433,75.866,1634976679081.0
132,2021-10-23 13:44:00,1,1,0.1,37.59,24.535,953.512,464.0,2675.0,1800.0,1249.0,166.0,-3311.0,0.0,92.0,17.332,78.437,122.4,1634976839477.0
136,2021-10-23 13:48:00,1,1,0.1,37.78,24.618,954.283,511.0,2946.0,1932.0,1321.0,147.0,-2938.0,0.0,91.0,17.337,78.45,72.9,1634977031252.0
138,2021-10-23 13:50:00,1,1,0.0,37.82,24.017,954.743,529.0,2864.0,1980.0,1299.0,179.0,-3564.0,0.0,91.0,17.343,78.45,35.525,1634977155681.0
140,2021-10-23 13:52:00,1,1,0.1,37.86,24.025,956.127,522.0,2847.5,1958.5,1300.0,130.0,-2590.0,0.0,91.0,17.352,78.453,87.05,1634977284187.5
141,2021-10-23 13:53:00,1,1,0.1,37.94,22.743,956.51,506.0,2785.0,1919.0,1283.0,173.0,-3452.0,0.0,91.0,17.356,78.454,82.5,1634977379682.0
143,2021-10-23 13:55:00,1,1,0.0,37.96,23.137,956.688,508.0,2821.0,1919.0,1296.0,166.0,-3305.0,0.0,91.0,17.357,78.455,45.041,1634977448260.0
144,2021-10-23 13:56:00,1,1,0.0,38.25,24.41,956.711,717.0,3146.0,2512.0,1381.0,281.0,-5602.0,0.0,91.0,17.358,78.455,73.881,1634977520398.0
146,2021-10-23 13:58:00,1,1,0.0,38.44,23.026,956.97,501.0,2803.0,1907.0,1282.0,166.0,-3320.0,0.0,91.0,17.361,78.456,72.9,1634977631503.0
148,2021-10-23 14:00:00,1,1,0.1,38.52,22.499,957.02,584.0,2896.0,2137.0,1303.0,247.0,-4920.0,0.0,91.0,17.367,78.461,40.102,1634977786729.0
149,2021-10-23 14:01:00,1,1,0.2,38.65,23.122,957.024,561.0,2835.0,2066.0,1297.0,200.0,-3993.0,0.0,91.0,17.367,78.464,99.501,1634977857285.0
150,2021-10-23 14:02:00,1,1,0.0,38.65,22.457,957.05,567.0,2817.0,2085.0,1289.0,206.0,-4114.0,0.0,91.0,17.368,78.467,29.866,1634977891265.0
152,2021-10-23 14:04:00,1,1,0.1,38.92,23.272,957.162,555.0,2950.0,2052.0,1323.0,198.0,-3957.0,0.0,91.0,17.371,78.47,142.5,1634978011512.0
154,2021-10-23 14:06:00,1,1,0.3,39.02,23.042,957.083,522.0,2892.0,1960.0,1308.0,136.0,-2722.0,0.0,91.0,17.373,78.476,21.713,1634978123802.0
155,2021-10-23 14:07:00,1,1,0.3,38.87,23.084,956.832,572.0,2828.0,2107.0,1291.0,249.0,-4967.0,0.0,91.0,17.37,78.477,92.9,1634978214253.0
157,2021-10-23 14:09:00,1,1,0.3,39.205,23.552,956.898,658.5,3135.5,2342.5,1380.5,249.0,-4964.5,0.0,91.0,17.37,78.477,34.594,1634978308058.5
158,2021-10-23 14:10:00,1,1,0.2,39.46,24.523,956.876,702.0,3317.0,2462.0,1428.0,265.0,-5281.0,0.0,91.0,17.37,78.477,37.281,1634978366286.0
159,2021-10-23 14:11:00,1,1,0.2,39.83,23.652,956.884,803.0,3596.0,2755.0,1508.0,307.0,-6122.0,0.0,91.0,17.37,78.477,15.881,1634978455914.0
162,2021-10-23 14:14:00,1,1,0.2,40.44,21.118,956.901,806.0,3696.0,2752.0,1531.0,228.0,-4540.0,0.0,90.0,17.369,78.477,25.456,1634978602212.0
163,2021-10-23 14:15:00,1,1,0.2,40.39,20.521,956.708,625.0,3164.0,2245.0,1390.0,202.0,-4034.0,0.0,90.0,17.369,78.476,59.141,1634978669391.0
166,2021-10-23 14:18:00,1,1,1.2,40.72,21.479,956.459,627.0,3164.0,2255.0,1391.0,158.0,-3147.0,0.0,90.0,17.371,78.469,87.6,1634978846679.0
168,2021-10-23 14:20:00,1,1,0.8,40.73,20.288,956.676,587.0,3096.0,2139.0,1373.0,129.0,-2581.0,0.0,90.0,17.372,78.469,19.65,1634978976067.0
170,2021-10-23 14:22:00,1,1,0.3,40.84,23.518,956.44,816.0,3753.0,2789.0,1555.0,222.0,-4431.0,0.0,90.0,17.373,78.469,22.594,1634979091143.0
173,2021-10-23 14:25:00,1,1,0.3,40.22,24.279,956.232,828.0,4025.0,2820.0,1625.0,203.0,-4049.0,0.0,90.0,17.374,78.469,21.366,1634979259272.0
174,2021-10-23 14:26:00,1,1,0.1,39.83,25.766,956.279,823.0,4003.0,2803.0,1617.0,175.0,-3484.0,0.0,90.0,17.376,78.47,19.735,1634979350496.0
176,2021-10-23 14:28:00,1,1,0.3,39.4,25.853,956.539,823.0,3992.0,2805.0,1618.0,101.0,-2009.0,0.0,90.0,17.377,78.47,28.508,1634979434754.0
178,2021-10-23 14:30:00,1,1,0.0,38.43,25.811,956.439,816.5,3935.0,2788.0,1597.5,68.5,-1362.0,0.0,90.0,17.383,78.473,33.278,1634979580856.5
180,2021-10-23 14:32:00,1,1,0.0,38.035,28.189,956.445,814.5,3958.5,2775.5,1608.0,122.5,-2443.0,0.0,90.0,17.384,78.474,24.814,1634979680619.5
181,2021-10-23 14:33:00,1,1,0.1,37.72,29.572,956.487,812.0,3964.0,2775.0,1605.0,131.0,-2604.0,0.0,90.0,17.384,78.474,27.61,1634979742241.0
182,2021-10-23 14:34:00,1,1,0.1,37.44,28.104,956.128,812.0,3910.0,2771.0,1593.0,66.0,-1309.0,0.0,90.0,17.386,78.473,24.331,1634979815995.0
184,2021-10-23 14:36:00,1,1,0.1,36.94,29.804,955.984,806.0,3914.0,2761.0,1591.0,34.0,-671.0,0.0,90.0,17.39,78.47,52.859,1634979941797.0
185,2021-10-23 14:37:00,1,1,0.3,36.64,29.98,955.84,804.0,3871.0,2751.0,1591.0,16.0,-328.0,0.0,90.0,17.39,78.47,38.807,1634980019513.0
188,2021-10-23 14:40:00,1,1,0.0,36.36,27.916,954.885,801.0,3842.0,2739.0,1575.0,61.0,-1213.0,0.0,90.0,17.394,78.47,28.1,1634980173135.0
189,2021-10-23 14:41:00,1,1,0.2,36.21,26.859,954.907,801.0,3808.5,2742.0,1566.0,81.5,-1624.0,0.0,90.0,17.398,78.471,24.2,1634980235642.5
190,2021-10-23 14:42:00,1,1,0.2,35.9,25.278,953.898,801.0,3753.0,2745.0,1548.0,59.0,-1175.0,0.0,90.0,17.403,78.468,92.9,1634980309658.0
191,2021-10-23 14:43:00,1,1,0.0,35.75,25.11,953.918,802.0,3710.0,2742.0,1537.0,23.0,-452.0,0.0,90.0,17.404,78.465,36.535,1634980357376.0
192,2021-10-23 14:44:00,1,1,0.0,35.585,25.383,953.655,799.5,3703.0,2738.5,1542.0,63.5,-1258.0,0.0,90.0,17.403,78.462,23.167,1634980419987.5
193,2021-10-23 14:45:00,1,1,0.0,35.55,26.042,953.591,799.0,3714.0,2737.0,1546.0,60.0,-1194.0,0.0,90.0,17.403,78.462,23.073,1634980479225.0
194,2021-10-23 14:46:00,1,1,0.0,35.46,26.944,953.494,798.0,3767.0,2736.0,1551.0,34.0,-674.0,0.0,90.0,17.403,78.46,15.886,1634980530071.0
195,2021-10-23 14:47:00,1,1,0.1,35.405,28.115,953.415,797.5,3767.5,2730.0,1554.5,136.0,-2716.5,0.0,90.0,17.403,78.46,29.7,1634980587238.5
196,2021-10-23 14:48:00,1,1,0.1,35.31,27.589,953.106,796.5,3719.0,2728.0,1546.0,116.5,-2327.0,0.0,90.0,17.403,78.459,52.178,1634980652024.0
197,2021-10-23 14:49:00,1,1,0.1,35.17,25.788,952.19,799.0,3682.0,2737.0,1534.0,70.0,-1392.0,0.0,90.0,17.404,78.454,78.324,1634980715935.0
198,2021-10-23 14:50:00,1,1,0.1,35.05,25.366,952.767,797.0,3689.0,2734.0,1532.0,93.0,-1854.0,0.0,90.0,17.402,78.452,104.1,1634980769590.0
199,2021-10-23 14:51:00,1,1,0.0,35.09,25.735,952.979,798.0,3700.0,2735.0,1537.0,111.0,-2211.0,0.0,90.0,17.399,78.45,45.487,1634980822848.0
200,2021-10-23 14:52:00,1,1,0.1,35.095,26.549,952.899,796.5,3710.0,2730.5,1536.5,98.5,-1964.0,0.0,90.0,17.399,78.449,44.622,1634980893613.0
201,2021-10-23 14:53:00,1,1,0.0,35.03,26.625,952.759,795.0,3707.0,2723.0,1541.0,70.0,-1394.0,0.0,90.0,17.399,78.446,15.163,1634980957193.0
202,2021-10-23 14:54:00,1,1,0.2,34.87,27.465,952.888,793.0,3722.5,2725.5,1545.0,75.5,-1499.0,0.0,90.0,17.398,78.444,23.202,1634981019720.5
203,2021-10-23 14:55:00,1,1,0.1,34.83,27.664,952.683,793.0,3721.0,2723.0,1540.0,76.0,-1515.0,0.0,90.0,17.397,78.443,28.444,1634981078448.0
204,2021-10-23 14:56:00,1,1,0.0,34.79,28.004,952.447,792.0,3746.0,2722.0,1540.0,62.0,-1229.0,0.0,90.0,17.396,78.442,98.4,1634981142256.0
205,2021-10-23 14:57:00,1,1,0.1,34.86,27.935,952.136,791.0,3725.0,2719.0,1543.0,56.0,-1109.0,0.0,90.0,17.395,78.441,39.439,1634981211613.0
206,2021-10-23 14:58:00,1,1,0.2,34.89,27.729,952.106,794.0,3714.0,2722.0,1542.0,65.0,-1287.0,0.0,89.0,17.395,78.441,109.861,1634981254338.0
207,2021-10-23 14:59:00,1,1,0.0,34.93,27.475,952.613,792.0,3735.0,2720.0,1547.0,79.0,-1575.0,0.0,89.0,17.395,78.438,78.043,1634981293905.0
208,2021-10-23 15:00:00,1,1,0.1,34.925,27.865,952.572,789.5,3817.5,2714.5,1571.5,110.5,-2205.5,0.0,89.0,17.395,78.436,54.369,1634981367639.0
209,2021-10-23 15:01:00,1,1,0.1,34.95,27.512,952.787,789.0,3760.0,2719.0,1561.0,117.0,-2336.0,0.0,89.0,17.395,78.433,43.967,1634981439347.0
210,2021-10-23 15:02:00,1,1,0.2,34.93,27.34,952.655,790.0,3742.0,2715.0,1552.0,71.0,-1414.0,0.0,89.0,17.396,78.43,68.4,1634981505775.0
212,2021-10-23 15:04:00,1,1,0.1,34.93,28.928,952.609,788.0,3764.0,2706.0,1555.0,90.0,-1798.0,0.0,89.0,17.396,78.429,92.9,1634981594619.0
214,2021-10-23 15:06:00,1,1,0.1,34.74,27.06,951.859,791.0,3689.0,2715.0,1535.0,100.0,-1992.0,0.0,89.0,17.397,78.424,34.826,1634981748253.0
215,2021-10-23 15:07:00,1,1,0.1,34.58,26.672,951.936,793.0,3678.0,2713.0,1534.0,51.0,-1014.0,0.0,89.0,17.397,78.422,52.4,1634981806685.0
216,2021-10-23 15:08:00,1,1,0.2,34.55,26.28,952.035,793.0,3685.0,2711.0,1531.0,28.0,-554.0,0.0,89.0,17.4,78.414,73.661,1634981875841.0
219,2021-10-23 15:11:00,1,1,0.1,34.59,27.82,952.437,787.0,3721.0,2706.0,1549.0,83.0,-1646.0,0.0,89.0,17.404,78.408,34.789,1634982046986.0
220,2021-10-23 15:12:00,1,1,0.1,34.58,28.284,952.445,787.0,3732.0,2704.0,1551.0,91.0,-1818.0,0.0,89.0,17.404,78.408,30.816,1634982094084.0
222,2021-10-23 15:14:00,1,1,0.0,34.52,28.439,952.229,786.0,3717.0,2709.0,1546.0,77.0,-1532.0,0.0,89.0,17.404,78.407,45.807,1634982191640.0
223,2021-10-23 15:15:00,1,1,0.0,34.48,26.69,951.587,788.0,3678.0,2707.0,1529.0,44.0,-872.0,0.0,89.0,17.406,78.404,33.214,1634982286866.0
225,2021-10-23 15:17:00,1,1,0.1,34.36,27.208,950.981,787.0,3714.0,2701.0,1544.0,50.0,-989.0,0.0,88.0,17.407,78.402,22.955,1634982389818.0
226,2021-10-23 15:18:00,1,1,0.1,34.29,27.143,950.992,698.0,3371.0,2461.0,1445.0,23.0,-467.0,0.0,88.0,17.407,78.402,25.996,1634982464149.0
229,2021-10-23 15:21:00,1,1,0.1,34.9,27.045,950.98,551.0,2932.0,2035.0,1318.0,119.0,-2380.0,0.0,89.0,17.407,78.402,20.788,1634982604079.0
230,2021-10-23 15:22:00,1,1,0.1,35.43,27.553,950.947,549.0,3007.0,2032.0,1342.0,121.0,-2420.0,0.0,88.0,17.407,78.402,26.71,1634982704644.0
234,2021-10-23 15:26:00,1,1,0.0,36.37,24.384,950.872,476.0,2796.0,1834.0,1282.0,104.0,-2083.0,0.0,88.0,17.407,78.402,18.825,1634982952489.0
238,2021-10-23 15:30:00,1,1,0.1,36.9,24.289,950.779,497.0,2932.0,1892.0,1322.0,101.0,-2013.0,0.0,88.0,17.407,78.402,19.941,1634983157991.0
243,2021-10-23 15:35:00,1,1,0.1,37.45,23.186,950.729,478.0,2928.0,1846.0,1326.0,89.0,-1781.0,0.0,87.0,17.407,78.402,24.811,1634983446988.0
253,2021-10-23 15:45:00,1,1,0.1,38.46,22.398,950.739,521.0,2982.0,1962.0,1336.0,62.0,-1238.0,0.0,87.0,17.407,78.402,19.538,1634984041048.0
254,2021-10-23 15:46:00,1,1,0.1,38.55,22.599,950.726,509.0,2910.0,1923.0,1311.0,90.0,-1804.0,0.0,87.0,17.407,78.402,16.113,1634984149359.0
259,2021-10-23 15:51:00,1,1,0.1,38.12,22.222,950.665,464.0,2800.0,1802.0,1290.0,14.0,-276.0,0.0,86.0,17.407,78.402,15.266,1634984416697.0
265,2021-10-23 15:57:00,1,1,0.0,37.8,22.834,950.646,488.0,2817.0,1867.0,1286.0,67.0,-1343.0,0.0,86.0,17.407,78.402,17.604,1634984817576.0
268,2021-10-23 16:00:00,1,1,0.0,37.34,22.799,950.614,457.0,2696.0,1778.0,1254.0,14.0,-272.0,0.0,86.0,17.407,78.402,17.604,1634984972404.0
270,2021-10-23 16:02:00,1,1,0.0,36.77,25.129,949.95,527.0,2789.0,1984.0,1278.0,55.0,-1097.0,0.0,86.0,17.411,78.397,29.395,1634985089838.0
273,2021-10-23 16:05:00,1,1,0.0,36.98,24.809,950.305,507.0,2678.0,1921.0,1250.0,21.0,-416.0,0.0,85.0,17.418,78.389,43.876,1634985257816.0
275,2021-10-23 16:07:00,1,1,0.0,37.12,24.755,949.92,488.0,2667.0,1870.0,1245.0,40.0,-800.0,0.0,85.0,17.422,78.382,41.583,1634985361156.0
276,2021-10-23 16:08:00,1,1,0.0,37.29,24.235,948.557,491.0,2639.0,1871.0,1242.0,24.0,-472.0,0.0,85.0,17.425,78.378,35.424,1634985479586.0
278,2021-10-23 16:10:00,1,1,0.1,37.17,23.762,948.514,477.0,2585.0,1832.0,1220.0,0.0,184.0,0.0,85.0,17.43,78.374,98.4,1634985574223.0
279,2021-10-23 16:11:00,1,1,0.0,37.08,23.806,948.014,476.0,2457.0,1830.0,1192.0,38.0,-767.0,0.0,84.0,17.434,78.369,24.762,1634985644783.0
281,2021-10-23 16:13:00,1,1,0.0,37.06,23.879,946.732,488.0,2596.0,1874.0,1225.0,17.0,-344.0,0.0,84.0,17.435,78.369,29.577,1634985730835.0
283,2021-10-23 16:15:00,1,1,0.0,37.09,23.512,947.113,426.0,2457.0,1694.0,1192.0,50.0,-990.0,0.0,84.0,17.437,78.367,22.395,1634985848497.0
286,2021-10-23 16:18:00,1,1,0.0,36.59,27.341,947.623,472.0,2742.0,1827.0,1264.0,76.0,-1512.0,0.0,84.0,17.435,78.369,49.525,1634986075477.0
290,2021-10-23 16:22:00,1,1,0.0,37.13,22.321,947.926,510.0,2839.0,1935.0,1296.0,1.0,-27.0,0.0,84.0,17.431,78.372,29.572,1634986290122.0
292,2021-10-23 16:24:00,1,1,0.1,37.25,21.01,945.726,523.0,2864.0,1964.0,1299.0,13.0,-261.0,0.0,84.0,17.441,78.359,25.571,1634986424088.0
296,2021-10-23 16:28:00,1,1,0.1,37.44,21.154,944.519,542.0,2939.0,2021.0,1322.0,35.0,-704.0,0.0,83.0,17.446,78.352,65.191,1634986631781.0
