,Date Time, Monitor ID, Location ID, NO2(ppm),NO2_ppb,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
1702,2021-06-23 15:18:00,1,1,0.018000000000000002,18,36.72,21.588,938.587,48.058,44.993,57.806,558.0,2342.0,2067.0,1153.0,-0.016,-0.032,-0.048,65280.0,65024.0,64768.0,50.753,0.486,39.494,46.052,46.912,47.085,47.12,5.884,6.939,7.519,7.635,0.657,0.0,762.0,0.0,88.0,4030.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624441731837.0
1707,2021-06-23 15:23:00,1,1,0.013999999999999999,14,36.43,21.673,938.489,48.178,45.278,54.167,556.0,2296.0,2061.0,1142.0,0.0,0.0,-0.096,0.0,0.0,64000.0,50.415,0.342,40.984,47.835,48.758,48.944,48.981,6.116,7.24,7.866,7.992,0.668,0.0,232.0,0.0,90.0,4061.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624442019452.0
1718,2021-06-23 15:34:00,1,1,0.016,16,36.05,22.846,938.352,45.757,44.797,48.507,554.0,2289.0,2060.0,1142.0,0.032,0.0,0.112,512.0,0.0,1792.0,49.265,0.517,37.847,44.018,44.765,44.915,44.946,5.614,6.55,7.046,7.145,0.636,0.0,222.0,0.0,95.0,4117.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624442693361.0
1725,2021-06-23 15:41:00,1,1,0.016,16,35.84,23.068,938.262,46.02,44.84,53.022,554.0,2264.0,2053.0,1138.0,0.016,-0.016,-0.032,256.0,65280.0,65024.0,49.395,1.041,40.053,47.319,48.611,48.873,48.92,6.1,7.578,8.49,8.672,0.665,12.0,-242.0,0.0,98.0,4148.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624443083818.0
1738,2021-06-23 15:54:00,1,1,0.016,16,34.77,24.201,938.096,46.822,44.962,50.986,552.0,2235.0,2042.0,1120.0,-0.016,-0.016,0.016,65280.0,65280.0,256.0,48.296,0.252,36.884,43.163,44.071,44.255,44.29,5.528,6.616,7.239,7.363,0.646,8.0,-158.0,0.0,100.0,4184.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624443852136.0
1741,2021-06-23 15:57:00,1,1,0.015,15,34.3,24.751,938.059,47.795,44.745,51.247,553.0,2235.0,2051.0,1125.0,0.0,-0.016,0.128,0.0,65280.0,2048.0,48.452,0.387,43.247,50.585,51.633,51.845,51.885,6.477,7.736,8.453,8.597,0.675,0.0,142.0,0.0,100.0,4196.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624444025518.0
1745,2021-06-23 16:01:00,1,1,0.016,16,33.61,25.713,938.032,47.355,45.032,51.296,552.0,2200.0,2045.0,1120.0,-0.016,-0.016,-0.032,65280.0,65280.0,65024.0,47.952,0.365,39.688,45.844,46.412,46.525,46.55,5.819,6.591,6.945,7.016,0.635,8.0,-152.0,0.0,100.0,4198.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624444281978.0
1752,2021-06-23 16:08:00,1,1,0.016,16,32.86,26.608,937.93,45.51,44.728,46.182,548.0,2171.0,2037.0,1104.0,-0.064,0.0,-0.16,64512.0,0.0,62976.0,47.056,0.287,37.253,43.091,43.665,43.78,43.805,5.475,6.24,6.604,6.677,0.605,14.0,-276.0,0.0,100.0,4196.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624444706190.0
1760,2021-06-23 16:16:00,1,1,0.018000000000000002,18,32.06,27.497,938.01,45.488,44.769,46.362,547.0,2135.0,2032.0,1098.0,0.016,0.0,0.08,256.0,0.0,1280.0,46.607,0.233,38.329,44.99,46.026,46.235,46.274,5.774,6.994,7.713,7.856,0.637,13.0,-256.0,0.0,100.0,4194.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624445213450.0
1768,2021-06-23 16:24:00,1,1,0.011000000000000001,11,31.57,30.197,937.982,50.734,45.019,55.005,547.0,2157.0,2028.0,1101.0,-0.016,0.0,-0.048,65280.0,0.0,64768.0,46.277,0.758,38.127,44.927,46.077,46.31,46.352,5.782,7.111,7.917,8.079,0.639,18.0,-351.0,0.0,100.0,4198.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624445695222.0
1785,2021-06-23 16:41:00,1,1,0.013999999999999999,14,30.56,29.343,938.085,50.658,47.731,55.462,546.0,2064.0,2025.0,1083.0,0.016,0.0,-0.112,256.0,0.0,63744.0,45.836,0.51,33.722,41.026,42.098,42.316,42.355,5.283,6.518,7.272,7.423,0.68,0.0,150.0,0.0,100.0,4194.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624446668244.0
1792,2021-06-23 16:48:00,1,1,0.009000000000000001,9,29.88,30.314,938.113,45.017,44.232,45.994,544.0,2042.0,2034.0,1081.0,-0.08,0.0,0.064,64256.0,0.0,1024.0,45.599,0.395,39.654,46.183,47.007,47.173,47.206,5.896,6.917,7.469,7.58,0.639,2.0,-40.0,0.0,100.0,4204.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624447126705.0
1799,2021-06-23 16:55:00,1,1,0.006999999999999999,7,29.79,36.522,938.136,46.279,45.592,48.133,544.0,2142.0,2025.0,1100.0,-0.048,-0.032,0.064,64768.0,65024.0,1024.0,45.317,0.202,40.043,46.999,48.081,48.299,48.34,6.032,7.305,8.055,8.205,0.652,60.0,-1198.0,0.0,100.0,4204.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624447513134.0
1806,2021-06-23 17:02:00,1,1,0.018000000000000002,18,29.61,34.88,938.021,50.049,48.229,56.179,542.0,2100.0,2013.0,1087.0,-0.048,-0.016,0.0,64768.0,65280.0,0.0,44.984,0.51,34.792,40.61,41.395,41.553,41.584,5.192,6.148,6.68,6.786,0.648,0.0,73.0,0.0,100.0,4208.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624447969067.0
1814,2021-06-23 17:10:00,1,1,0.019,19,29.11,33.095,938.069,46.68,45.812,48.69,543.0,2046.0,2020.0,1074.0,-0.016,0.0,-0.016,65280.0,0.0,65280.0,44.922,0.218,33.783,39.425,40.182,40.335,40.365,5.04,5.964,6.477,6.579,0.661,12.0,-235.0,0.0,100.0,4214.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624448421460.0
1821,2021-06-23 17:17:00,1,1,0.011000000000000001,11,28.84,34.664,938.134,44.9,44.297,45.622,542.0,2064.0,2019.0,1078.0,-0.016,-0.016,-0.016,65280.0,65280.0,65280.0,44.703,0.117,38.282,44.919,45.942,46.15,46.188,5.764,6.971,7.681,7.823,0.622,20.0,-406.0,0.0,100.0,4214.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624448827910.0
1827,2021-06-23 17:23:00,1,1,0.015,15,29.14,35.302,938.093,39.846,38.786,40.748,544.0,2117.0,2024.0,1089.0,0.032,-0.016,0.016,512.0,65280.0,256.0,34.769,0.117,38.727,45.259,46.171,46.355,46.391,5.791,6.893,7.515,7.639,0.651,50.0,-1002.0,0.0,100.0,4187.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624449183363.0
1837,2021-06-23 17:33:00,1,1,0.015,15,29.71,35.273,938.116,39.546,39.041,40.063,550.0,2167.0,2039.0,1104.0,0.0,-0.016,0.032,0.0,65280.0,512.0,35.019,0.024,40.278,46.797,47.558,47.71,47.742,5.964,6.927,7.429,7.529,0.64,21.0,-419.0,0.0,100.0,4204.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624449809667.0
1841,2021-06-23 17:37:00,1,1,0.015,15,29.89,35.432,937.971,40.532,39.262,50.628,551.0,2175.0,2047.0,1111.0,-0.016,-0.016,-0.016,65280.0,65280.0,65280.0,34.987,0.202,39.881,46.401,47.199,47.359,47.392,5.919,6.916,7.448,7.555,0.654,25.0,-491.0,0.0,100.0,4204.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624450076467.0
1852,2021-06-23 17:48:00,1,1,0.015,15,30.29,35.958,937.967,39.215,38.772,39.672,553.0,2221.0,2051.0,1118.0,0.016,0.0,-0.016,256.0,0.0,65280.0,34.862,0.47,43.071,50.606,51.805,52.047,52.092,6.5,7.903,8.737,8.904,0.676,21.0,-426.0,0.0,100.0,4198.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624450732902.0
1860,2021-06-23 17:56:00,1,1,0.015,15,30.52,36.145,938.094,38.907,38.444,39.273,555.0,2228.0,2057.0,1122.0,0.0,-0.016,0.08,0.0,65280.0,1280.0,34.894,0.334,40.85,47.216,47.82,47.941,47.968,5.996,6.81,7.19,7.266,0.623,16.0,-317.0,0.0,100.0,4204.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624451161399.0
1866,2021-06-23 18:02:00,1,1,0.015,15,30.69,36.171,938.2,38.892,38.415,39.99,557.0,2257.0,2060.0,1131.0,0.0,-0.016,-0.096,0.0,65280.0,64000.0,34.65,0.302,47.063,54.889,55.922,56.129,56.171,7.014,8.278,8.976,9.115,0.63,21.0,-414.0,0.0,100.0,4193.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624451521041.0
1872,2021-06-23 18:08:00,1,1,0.016,16,30.88,35.884,938.271,39.202,38.421,39.783,559.0,2264.0,2070.0,1136.0,0.064,0.0,0.032,1024.0,0.0,512.0,34.434,0.164,36.438,42.237,42.857,42.982,43.008,5.374,6.18,6.582,6.662,0.629,15.0,-301.0,0.0,100.0,4185.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624451922861.0
1879,2021-06-23 18:15:00,1,1,0.015,15,31.05,35.692,938.425,39.342,38.787,39.787,560.0,2275.0,2069.0,1140.0,0.016,-0.016,0.08,256.0,65280.0,1280.0,34.44,0.644,39.737,46.533,47.532,47.734,47.773,5.963,7.155,7.842,7.98,0.652,16.0,-315.0,0.0,100.0,4205.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624452321040.0
1889,2021-06-23 18:44:00,1,1,0.013999999999999999,14,31.74,35.747,938.394,39.806,39.283,40.296,565.0,2325.0,2084.0,1153.0,0.048,-0.016,-0.048,768.0,65280.0,64768.0,33.883,0.84,47.226,55.678,57.123,57.415,57.468,7.168,8.834,9.848,10.051,0.659,12.0,-235.0,0.0,100.0,4185.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624454096290.0
1896,2021-06-23 18:51:00,1,1,0.013999999999999999,14,31.85,35.803,938.453,39.9,39.386,40.335,565.0,2342.0,2086.0,1154.0,-0.016,0.016,-0.064,65280.0,256.0,64512.0,33.726,0.371,48.322,56.721,58.029,58.293,58.342,7.28,8.819,9.726,9.908,0.657,19.0,-385.0,0.0,100.0,4196.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624454499510.0
1902,2021-06-23 18:57:00,1,1,0.013999999999999999,14,31.94,35.823,938.54,40.174,39.533,40.675,568.0,2342.0,2094.0,1158.0,0.032,0.0,0.0,512.0,0.0,0.0,33.604,0.202,49.046,57.286,58.418,58.646,58.69,7.327,8.7,9.47,9.624,0.629,10.0,-206.0,0.0,100.0,4191.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624454864914.0
1909,2021-06-23 19:04:00,1,1,0.013000000000000001,13,32.05,35.928,938.705,40.23,39.752,40.825,569.0,2367.0,2092.0,1163.0,-0.016,0.016,-0.016,65280.0,256.0,65280.0,33.572,0.164,54.355,57.53,58.475,58.665,58.704,7.333,8.527,9.152,9.277,0.625,16.0,-310.0,0.0,100.0,4190.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624455282951.0
1915,2021-06-23 19:10:00,1,1,0.016,16,32.13,35.959,938.827,40.217,39.698,40.779,571.0,2378.0,2096.0,1164.0,-0.016,0.016,0.144,65280.0,256.0,2304.0,33.51,0.624,49.561,57.53,58.43,58.61,58.648,7.327,8.477,9.067,9.185,0.636,16.0,-321.0,0.0,100.0,4183.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624455642181.0
1923,2021-06-23 19:18:00,1,1,0.013999999999999999,14,32.23,36.027,938.887,40.261,39.662,40.738,573.0,2375.0,2103.0,1171.0,0.0,0.0,-0.096,0.0,0.0,64000.0,33.883,0.357,51.454,59.841,60.853,61.057,61.098,7.632,8.901,9.574,9.709,0.636,4.0,-74.0,0.0,100.0,4183.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624456110414.0
1934,2021-06-23 19:29:00,1,1,0.012,12,32.34,36.169,938.954,40.561,40.092,41.107,573.0,2389.0,2106.0,1172.0,0.0,0.0,0.016,0.0,0.0,256.0,33.541,0.21,54.097,63.533,65.019,65.32,65.376,8.157,9.902,10.934,11.141,0.685,9.0,-170.0,0.0,100.0,4187.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624456785653.0
1946,2021-06-23 19:41:00,1,1,0.013999999999999999,14,32.45,36.348,939.046,40.12,39.644,40.699,575.0,2421.0,2108.0,1173.0,0.032,-0.032,-0.064,512.0,65024.0,64512.0,33.51,0.334,51.914,60.199,61.1,61.28,61.318,7.662,8.826,9.411,9.528,0.612,15.0,-300.0,0.0,100.0,4187.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624457492429.0
1952,2021-06-23 19:47:00,1,1,0.013000000000000001,13,32.49,36.375,939.137,40.162,39.492,40.608,574.0,2417.0,2109.0,1178.0,-0.016,0.0,0.096,65280.0,0.0,1536.0,33.33,0.249,55.457,64.143,64.992,65.162,65.2,8.149,9.283,9.822,9.93,0.616,3.0,-68.0,0.0,100.0,4176.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624457857898.0
1960,2021-06-23 19:55:00,1,1,0.012,12,32.56,36.478,939.206,40.167,39.57,40.626,577.0,2425.0,2119.0,1178.0,-0.016,-0.032,-0.08,65280.0,65024.0,64256.0,33.851,0.265,54.708,63.86,65.096,65.346,65.394,8.165,9.671,10.51,10.677,0.686,4.0,-78.0,0.0,100.0,4187.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624458316577.0
1967,2021-06-23 20:02:00,1,1,0.012,12,32.6,36.542,939.283,40.379,39.849,40.893,577.0,2421.0,2118.0,1186.0,-0.016,-0.016,0.032,65280.0,65280.0,512.0,33.361,0.418,60.866,71.002,72.346,72.617,72.671,9.074,10.719,11.628,11.81,0.655,9.0,-179.0,0.0,100.0,4188.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624458748080.0
1974,2021-06-23 20:09:00,1,1,0.013000000000000001,13,32.64,36.593,939.263,40.442,39.921,40.858,577.0,2421.0,2121.0,1184.0,-0.048,0.032,-0.032,64768.0,512.0,65024.0,33.541,0.295,60.632,71.709,73.716,74.124,74.197,9.251,11.539,12.96,13.245,0.727,7.0,-138.0,0.0,100.0,4193.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624459144112.0
1982,2021-06-23 20:17:00,1,1,0.013000000000000001,13,32.7,36.683,939.381,40.413,39.904,40.949,579.0,2442.0,2125.0,1180.0,-0.048,0.0,-0.096,64768.0,0.0,64000.0,33.82,0.024,61.027,71.003,72.223,72.468,72.517,9.058,10.582,11.395,11.557,0.636,14.0,-272.0,0.0,100.0,4189.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624459638456.0
1991,2021-06-23 20:26:00,1,1,0.013000000000000001,13,32.75,36.699,939.47,40.527,40.02,40.965,578.0,2435.0,2122.0,1184.0,0.0,0.0,0.048,0.0,0.0,768.0,33.789,0.172,60.61,70.044,70.933,71.111,71.151,8.894,10.094,10.652,10.764,0.607,9.0,-174.0,0.0,100.0,4182.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624460183458.0
1998,2021-06-23 20:33:00,1,1,0.01,10,32.79,36.715,939.598,40.671,40.203,41.128,578.0,2450.0,2118.0,1181.0,-0.016,-0.016,0.096,65280.0,65280.0,1536.0,33.572,0.812,61.852,71.935,73.153,73.397,73.447,9.174,10.701,11.51,11.672,0.647,10.0,-199.0,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624460586513.0
2004,2021-06-23 20:39:00,1,1,0.013000000000000001,13,32.82,36.716,939.696,40.621,40.19,41.059,579.0,2460.0,2125.0,1192.0,0.016,0.0,-0.112,256.0,0.0,63744.0,33.851,0.265,58.546,67.782,68.724,68.912,68.953,8.617,9.858,10.461,10.582,0.636,12.0,-238.0,0.0,100.0,4192.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624460987306.0
2010,2021-06-23 20:45:00,1,1,0.013999999999999999,14,32.85,36.719,939.868,40.166,39.564,40.663,581.0,2457.0,2122.0,1188.0,-0.016,0.0,-0.016,65280.0,0.0,65280.0,33.604,0.585,63.728,73.759,74.769,74.971,75.015,9.375,10.711,11.356,11.485,0.615,8.0,-151.0,0.0,100.0,4188.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624461356174.0
2017,2021-06-23 20:52:00,1,1,0.015,15,32.89,36.759,940.037,40.457,39.57,41.728,581.0,2467.0,2120.0,1188.0,-0.032,0.016,-0.016,65024.0,256.0,65280.0,33.541,0.101,62.961,73.338,74.655,74.92,74.973,9.363,10.993,11.876,12.053,0.665,11.0,-220.0,0.0,100.0,4175.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624461739602.0
2026,2021-06-23 21:01:00,1,1,0.011000000000000001,11,32.93,36.811,940.069,39.933,39.428,40.484,578.0,2467.0,2124.0,1190.0,-0.016,-0.016,0.0,65280.0,65280.0,0.0,33.604,0.342,61.403,70.581,71.223,71.349,71.382,8.928,9.893,10.258,10.331,0.573,10.0,-201.0,0.0,100.0,4184.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624462296898.0
2037,2021-06-23 21:12:00,1,1,0.013000000000000001,13,32.97,36.85,940.146,39.354,38.736,39.919,580.0,2464.0,2126.0,1187.0,-0.016,0.0,-0.016,65280.0,0.0,65280.0,33.572,0.549,57.6,66.562,67.403,67.571,67.609,8.451,9.589,10.117,10.222,0.59,7.0,-135.0,0.0,100.0,4183.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624462965742.0
2046,2021-06-23 21:21:00,1,1,0.01,10,33.01,36.89,940.237,38.849,38.278,39.379,581.0,2471.0,2130.0,1194.0,-0.032,-0.032,0.016,65024.0,65024.0,256.0,33.541,0.241,60.371,69.892,70.862,71.056,71.099,8.885,10.163,10.785,10.909,0.63,6.0,-122.0,0.0,100.0,4180.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624463463131.0
2054,2021-06-23 21:29:00,1,1,0.011000000000000001,11,33.04,36.954,940.242,38.858,38.299,39.392,582.0,2467.0,2132.0,1191.0,0.0,-0.032,0.032,0.0,65024.0,512.0,33.851,0.024,57.646,66.663,67.538,67.713,67.752,8.468,9.639,10.193,10.303,0.609,9.0,-173.0,0.0,100.0,4189.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624463943418.0
2060,2021-06-23 21:35:00,1,1,0.011000000000000001,11,33.07,36.943,940.276,39.113,38.641,39.61,581.0,2475.0,2126.0,1191.0,-0.08,-0.032,0.032,64256.0,65024.0,512.0,33.82,0.21,60.84,70.034,70.738,70.878,70.912,8.868,9.89,10.305,10.388,0.613,7.0,-140.0,0.0,100.0,4176.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624464353501.0
2066,2021-06-23 21:41:00,1,1,0.013999999999999999,14,33.09,36.981,940.282,39.149,38.529,39.686,581.0,2475.0,2130.0,1193.0,-0.016,-0.016,-0.016,65280.0,65280.0,65280.0,33.851,0.387,56.601,65.131,65.77,65.896,65.928,8.245,9.18,9.554,9.629,0.617,8.0,-152.0,0.0,100.0,4171.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624464714489.0
2074,2021-06-23 21:49:00,1,1,0.011000000000000001,11,33.11,37.02,940.28,38.931,38.183,39.429,582.0,2471.0,2130.0,1192.0,-0.032,-0.016,0.064,65024.0,65280.0,1024.0,33.604,0.326,58.909,68.413,69.506,69.725,69.77,8.716,10.105,10.824,10.968,0.642,6.0,-111.0,0.0,100.0,4190.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624465144943.0
2079,2021-06-23 21:54:00,1,1,0.012,12,33.13,37.057,940.331,38.644,38.043,39.298,583.0,2475.0,2131.0,1195.0,-0.016,0.0,-0.064,65280.0,0.0,64512.0,33.572,0.387,51.303,59.016,59.583,59.695,59.723,7.469,8.305,8.634,8.7,0.622,13.0,-262.0,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624465481220.0
2088,2021-06-23 22:03:00,1,1,0.011000000000000001,11,33.15,37.132,940.256,38.453,38.047,38.911,581.0,2471.0,2131.0,1197.0,-0.032,0.0,-0.016,65024.0,0.0,65280.0,33.789,0.334,57.506,69.671,70.811,71.04,71.087,8.88,10.321,11.074,11.225,0.625,12.0,-240.0,0.0,100.0,4195.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624465999218.0
2094,2021-06-23 22:09:00,1,1,0.012,12,33.17,37.206,940.343,38.289,37.634,38.69,582.0,2482.0,2135.0,1195.0,0.0,-0.032,0.032,0.0,65024.0,512.0,33.758,0.118,65.459,75.503,76.365,76.536,76.576,9.574,10.775,11.301,11.407,0.598,12.0,-240.0,0.0,100.0,4182.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-62.0,4.0,17.445,78.35,14.857,1624466397746.0
